firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,FIRST 4 NUMBERS,,globe:,
name371,lastname371,January,26,1998,Legal Management,0927 788 6832,,0927,,,
name372,lastname372,August,25,1997,Communications Technology,0917 768 3190,,0917,,,
name373,lastname373,April,4,1998,Communications Technology,0927 499 8056,,0927,,,
name374,lastname374,March,6,1998,Communications Technology,0917 196 2990,,0917,,,
name375,lastname375,August,21,1999,Information Technology Entrepreneurship,0918 187 3716,,0918,,,
name376,lastname376,April,24,1998,Management Engineering,0917 691 7182,,0917,,,
name377,lastname377,February,9,1998,Information Technology Entrepreneurship,0927 256 3795,,0927,,,
name378,lastname378,December,5,1999,Communications Technology,0927 176 7320,,0927,,,
name379,lastname379,January,26,1997,Communications Technology,0927 360 1774,,0927,,,
name380,lastname380,March,12,1998,Management,0927 990 1362,,0927,,,
name381,lastname381,November,21,1998,Management,0918 334 8614,,0918,,,
name382,lastname382,June,14,1999,Information Technology Entrepreneurship,0917 688 8237,,0917,,,
name383,lastname383,July,27,1999,Management Engineering,0927 547 7228,,0927,,,
name384,lastname384,February,6,1997,Legal Management,0927 731 1675,,0927,,,
name385,lastname385,September,18,1998,Legal Management,0918 389 8961,,0918,,,
name386,lastname386,October,6,1999,Management Engineering,0927 568 4260,,0927,,,
name387,lastname387,June,16,1999,Management,0927 477 1635,,0927,,,
name388,lastname388,January,2,2000,Information Technology Entrepreneurship,0917 261 6867,,0917,,,
name389,lastname389,September,24,1999,Communications Technology,0927 508 2670,,0927,,,
name390,lastname390,January,21,2000,Management Engineering,0917 293 6725,,0917,,,
name391,lastname391,December,16,2000,Management,0927 487 4223,,0927,,,
name392,lastname392,August,2,1999,Information Technology Entrepreneurship,0917 763 4974,,0917,,,
name393,lastname393,June,28,1998,Legal Management,0917 793 6625,,0917,,,
name394,lastname394,June,13,1999,Information Technology Entrepreneurship,0927 552 3618,,0927,,,
name395,lastname395,January,23,2001,Management,0917 187 1504,,0917,,,
name396,lastname396,September,19,1999,Legal Management,0917 655 6808,,0917,,,
name397,lastname397,January,8,1999,Management Engineering,0918 441 4937,,0918,,,
name398,lastname398,September,2,1999,Legal Management,0917 807 2225,,0917,,,
name399,lastname399,August,25,2001,Management,0927 589 3638,,0927,,,
name400,lastname400,February,9,1999,Management,0917 785 6859,,0917,,,
name401,lastname401,October,3,1998,Management,0918 593 5046,,0918,,,
name402,lastname402,March,4,2001,Information Technology Entrepreneurship,0918 486 8396,,0918,,,
name403,lastname403,June,20,1998,Information Technology Entrepreneurship,0917 281 9618,,0917,,,
name404,lastname404,May,23,1997,Communications Technology,0917 621 8869,,0917,,,
name405,lastname405,November,4,1999,Management Engineering,0927 924 6856,,0927,,,
name406,lastname406,December,11,1998,Management Engineering,0918 184 7364,,0918,,,
name407,lastname407,May,17,1998,Management,0927 794 4417,,0927,,,
name408,lastname408,July,17,2001,Management,0927 472 7168,,0927,,,
name409,lastname409,August,1,1997,Management Engineering,0918 483 2009,,0918,,,
name410,lastname410,August,22,1997,Communications Technology,0917 347 8315,,0917,,,
name411,lastname411,February,20,1998,Information Technology Entrepreneurship,0917 881 3071,,0917,,,
name412,lastname412,February,10,1999,Management,0917 681 7070,,0917,,,
name413,lastname413,May,9,1997,Management Engineering,0917 277 3163,,0917,,,
name414,lastname414,June,5,2001,Information Technology Entrepreneurship,0917 367 2247,,0917,,,
name415,lastname415,November,15,1999,Information Technology Entrepreneurship,0927 996 8602,,0927,,,
name416,lastname416,May,25,1998,Communications Technology,0917 211 3821,,0917,,,
name417,lastname417,June,12,1997,Management Engineering,0927 137 5483,,0927,,,
name418,lastname418,February,22,1998,Information Technology Entrepreneurship,0927 146 1580,,0927,,,
name419,lastname419,February,14,1999,Management,0917 686 4318,,0917,,,
name420,lastname420,May,7,1999,Management,0918 870 7055,,0918,,,
name421,lastname421,June,27,2001,Communications Technology,0917 306 8677,,0917,,,
name422,lastname422,July,3,1997,Communications Technology,0927 364 8721,,0927,,,
name423,lastname423,September,14,2000,Management,0917 520 5319,,0917,,,
name424,lastname424,April,6,1998,Management,0918 812 6741,,0918,,,
name425,lastname425,April,14,1999,Management,0918 784 4632,,0918,,,
name426,lastname426,March,15,2000,Management Engineering,0927 103 8881,,0927,,,
name427,lastname427,November,13,1997,Management,0927 869 8588,,0927,,,
name428,lastname428,April,19,1998,Communications Technology,0918 373 8418,,0918,,,
name429,lastname429,November,10,2001,Communications Technology,0918 313 7865,,0918,,,
name430,lastname430,February,5,2001,Communications Technology,0927 804 2579,,0927,,,
name431,lastname431,June,5,1998,Management Engineering,0917 648 3069,,0917,,,
name432,lastname432,March,27,2001,Communications Technology,0927 329 1747,,0927,,,
name433,lastname433,November,17,1997,Management,0927 297 9518,,0927,,,
name434,lastname434,December,14,1997,Management Engineering,0927 931 6877,,0927,,,
name435,lastname435,August,23,2000,Information Technology Entrepreneurship,0917 307 2012,,0917,,,
name436,lastname436,January,13,1998,Information Technology Entrepreneurship,0917 243 4142,,0917,,,
name437,lastname437,February,28,2001,Communications Technology,0927 116 5889,,0927,,,
name438,lastname438,May,24,2000,Legal Management,0917 746 9784,,0917,,,
name439,lastname439,April,13,1998,Legal Management,0917 228 3833,,0917,,,
name440,lastname440,May,14,1997,Legal Management,0917 896 3614,,0917,,,
name441,lastname441,May,28,1999,Management Engineering,0927 292 9675,,0927,,,
name442,lastname442,July,23,1999,Communications Technology,0918 786 1587,,0918,,,
name443,lastname443,January,20,1999,Information Technology Entrepreneurship,0918 315 9445,,0918,,,
name444,lastname444,April,16,1999,Communications Technology,0918 185 3883,,0918,,,
name445,lastname445,September,23,1997,Legal Management,0918 133 8176,,0918,,,
name446,lastname446,July,16,2000,Legal Management,0917 158 9222,,0917,,,
name447,lastname447,May,26,1998,Communications Technology,0918 777 2751,,0918,,,
name448,lastname448,January,23,1998,Communications Technology,0918 407 6344,,0918,,,
name449,lastname449,April,26,1997,Information Technology Entrepreneurship,0918 992 1668,,0918,,,
name450,lastname450,March,28,2001,Management,0918 661 9609,,0918,,,
name451,lastname451,March,26,2000,Legal Management,0918 554 4787,,0918,,,
name452,lastname452,December,27,1998,Legal Management,0927 196 8999,,0927,,,
name453,lastname453,October,24,1999,Information Technology Entrepreneurship,0927 768 6004,,0927,,,
name454,lastname454,August,3,1999,Information Technology Entrepreneurship,0918 563 6928,,0918,,,
name455,lastname455,March,4,1999,Management Engineering,0927 992 1613,,0927,,,
name456,lastname456,March,21,2000,Management,0918 966 5429,,0918,,,
name457,lastname457,December,24,1997,Information Technology Entrepreneurship,0917 950 6481,,0917,,,
name458,lastname458,January,11,1998,Information Technology Entrepreneurship,0927 174 8702,,0927,,,
name459,lastname459,January,26,2001,Information Technology Entrepreneurship,0927 810 5085,,0927,,,
name460,lastname460,April,26,1997,Legal Management,0918 955 5912,,0918,,,
name461,lastname461,April,14,1997,Communications Technology,0917 365 4093,,0917,,,
name462,lastname462,August,13,2000,Legal Management,0927 161 4112,,0927,,,
name463,lastname463,December,9,2001,Management Engineering,0927 712 6963,,0927,,,
name464,lastname464,January,24,1999,Communications Technology,0918 694 3625,,0918,,,
name465,lastname465,February,27,1999,Management Engineering,0927 221 6429,,0927,,,
name466,lastname466,February,5,1997,Legal Management,0918 380 9040,,0918,,,
name467,lastname467,October,26,1999,Information Technology Entrepreneurship,0917 319 5070,,0917,,,
name468,lastname468,June,8,2000,Communications Technology,0918 799 5285,,0918,,,
name469,lastname469,August,8,1999,Information Technology Entrepreneurship,0918 941 5488,,0918,,,
name470,lastname470,June,21,1998,Information Technology Entrepreneurship,0927 534 2876,,0927,,,
name471,lastname471,May,24,1999,Communications Technology,0917 908 5006,,0917,,,
name472,lastname472,January,28,1999,Management Engineering,0927 402 4494,,0927,,,
name473,lastname473,December,7,1999,Management Engineering,0918 754 3507,,0918,,,
name474,lastname474,November,19,1998,Management,0927 559 5075,,0927,,,
name475,lastname475,September,7,1998,Information Technology Entrepreneurship,0927 733 7323,,0927,,,
name476,lastname476,March,7,1998,Management,0918 646 3244,,0918,,,
name477,lastname477,November,20,2000,Management Engineering,0917 320 8047,,0917,,,
name478,lastname478,August,4,1998,Management,0917 759 3071,,0917,,,
name479,lastname479,May,19,1999,Management Engineering,0918 870 9843,,0918,,,
name480,lastname480,June,3,1997,Information Technology Entrepreneurship,0927 217 6206,,0927,,,
name481,lastname481,August,14,1999,Management Engineering,0927 861 5556,,0927,,,
name482,lastname482,January,20,2000,Legal Management,0927 545 5153,,0927,,,
name483,lastname483,November,17,2000,Legal Management,0918 373 5268,,0918,,,
name484,lastname484,June,10,1998,Management,0917 200 5708,,0917,,,
name485,lastname485,July,3,1997,Management Engineering,0918 417 2231,,0918,,,
name486,lastname486,May,9,1998,Management,0917 179 4262,,0917,,,
name487,lastname487,November,10,1997,Information Technology Entrepreneurship,0917 695 4286,,0917,,,
name488,lastname488,November,16,1998,Management Engineering,0918 401 8010,,0918,,,
name489,lastname489,July,9,1999,Information Technology Entrepreneurship,0927 710 7161,,0927,,,
name490,lastname490,September,2,1997,Communications Technology,0917 894 8484,,0917,,,
name491,lastname491,April,20,2001,Communications Technology,0918 221 2946,,0918,,,
name492,lastname492,June,15,1997,Management,0918 174 8000,,0918,,,
name493,lastname493,July,27,1998,Information Technology Entrepreneurship,0918 702 6770,,0918,,,
name494,lastname494,December,9,2000,Legal Management,0918 695 2117,,0918,,,
name495,lastname495,June,5,1997,Information Technology Entrepreneurship,0927 508 1619,,0927,,,
name496,lastname496,September,8,1999,Information Technology Entrepreneurship,0917 395 6151,,0917,,,
name497,lastname497,May,19,1999,Management Engineering,0927 372 3298,,0927,,,
name498,lastname498,July,28,1998,Management Engineering,0918 531 2515,,0918,,,
name499,lastname499,July,3,1997,Legal Management,0917 396 4526,,0917,,,
name500,lastname500,December,11,1998,Management,0918 185 5929,,0918,,,
name501,lastname501,June,22,1997,Management,0917 590 9444,,0917,,,
name502,lastname502,July,24,1997,Management Engineering,0917 878 5177,,0917,,,
name503,lastname503,May,10,1997,Information Technology Entrepreneurship,0927 567 2696,,0927,,,
name504,lastname504,June,5,2000,Legal Management,0918 406 5783,,0918,,,
name505,lastname505,July,20,1999,Management,0917 954 2865,,0917,,,
name506,lastname506,May,4,1999,Management Engineering,0927 643 5522,,0927,,,
name507,lastname507,August,12,1999,Management Engineering,0918 273 5732,,0918,,,
name508,lastname508,September,22,1997,Communications Technology,0917 802 1053,,0917,,,
name509,lastname509,April,10,2001,Communications Technology,0927 100 9522,,0927,,,
name510,lastname510,December,28,1998,Communications Technology,0918 449 1726,,0918,,,
name511,lastname511,April,11,1998,Management Engineering,0917 688 3781,,0917,,,
name512,lastname512,August,18,1998,Management Engineering,0917 543 6559,,0917,,,
name513,lastname513,April,5,1999,Management Engineering,0927 232 8037,,0927,,,
name514,lastname514,January,12,1999,Information Technology Entrepreneurship,0927 608 4902,,0927,,,
name515,lastname515,June,11,1998,Legal Management,0927 827 3644,,0927,,,
name516,lastname516,February,17,2000,Information Technology Entrepreneurship,0927 357 4989,,0927,,,
name517,lastname517,April,27,2001,Management Engineering,0917 491 1993,,0917,,,
name518,lastname518,February,26,1997,Communications Technology,0918 797 8291,,0918,,,
name519,lastname519,November,24,1997,Management,0917 314 2329,,0917,,,
name520,lastname520,May,15,2000,Management Engineering,0927 775 3422,,0927,,,
name521,lastname521,November,21,1999,Information Technology Entrepreneurship,0927 387 5890,,0927,,,
name522,lastname522,July,13,1997,Management Engineering,0927 473 8626,,0927,,,
name523,lastname523,August,21,2000,Communications Technology,0927 699 3438,,0927,,,
name524,lastname524,December,11,1997,Legal Management,0927 325 6294,,0927,,,
name525,lastname525,June,15,2001,Communications Technology,0917 177 4774,,0917,,,
name526,lastname526,March,10,1998,Management Engineering,0918 538 5327,,0918,,,
name527,lastname527,April,1,2001,Management,0918 812 7959,,0918,,,
name528,lastname528,June,11,1998,Management,0927 372 4811,,0927,,,
name529,lastname529,February,11,1997,Legal Management,0927 469 5706,,0927,,,
name530,lastname530,November,18,1997,Management Engineering,0927 444 7700,,0927,,,
name531,lastname531,November,19,2000,Management,0927 622 3854,,0927,,,
name532,lastname532,October,9,1998,Information Technology Entrepreneurship,0917 910 9162,,0917,,,
name533,lastname533,May,4,2001,Information Technology Entrepreneurship,0927 373 9316,,0927,,,
name534,lastname534,May,23,2001,Communications Technology,0917 251 1124,,0917,,,
name535,lastname535,March,4,1997,Management Engineering,0927 577 7471,,0927,,,
name536,lastname536,June,15,2000,Information Technology Entrepreneurship,0918 138 1962,,0918,,,
name537,lastname537,April,13,1998,Legal Management,0927 792 8939,,0927,,,
name538,lastname538,March,9,1999,Management,0927 830 8250,,0927,,,
name539,lastname539,November,18,1998,Management,0918 194 4060,,0918,,,
name540,lastname540,February,4,1997,Management Engineering,0918 921 3557,,0918,,,
name541,lastname541,October,20,1997,Management,0918 414 4111,,0918,,,
name542,lastname542,March,5,1997,Information Technology Entrepreneurship,0918 340 9046,,0918,,,
name543,lastname543,June,4,1998,Management,0927 485 1284,,0927,,,
name544,lastname544,November,22,1998,Communications Technology,0927 151 7167,,0927,,,
name545,lastname545,February,7,1999,Management Engineering,0927 114 7594,,0927,,,
name546,lastname546,December,21,1998,Management,0917 937 2325,,0917,,,
name547,lastname547,November,9,1998,Legal Management,0927 431 9754,,0927,,,
name548,lastname548,June,3,1997,Legal Management,0927 425 8002,,0927,,,
name549,lastname549,June,20,2000,Management,0917 581 5639,,0917,,,
